Country,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
East Timor,,,,22.102188,21.104716,20.147548,19.225667,18.362477,17.552658,16.790883,16.070233,15.373553,14.69139,14.039517,13.413643,12.812537,12.233586,11.672656,11.134386,10.6073135,10.1141426,9.636839,9.179839,8.758262,8.36702,8.00505,7.681091,7.398573,7.142969,6.921951,6.71576,6.531071,6.3473022,6.156693,5.9659317,5.7691814,5.5810047,5.3917053,5.21612,5.0548973
Ecuador,8.23407,7.788447,7.357839,6.949781,6.5833954,6.2545494,5.952761,5.673817,5.406391,5.141081,4.879456,4.612423,4.345665,4.0774456,3.8158073,3.5691563,3.3445503,3.1426208,2.9625803,2.8061731,2.6696363,2.5515142,2.4467499,2.3515812,2.2598934,2.1683643,2.0768387,1.986557,1.897914,1.8131933,1.7334816,1.6602114,1.5952385,1.5365337,1.4837742,1.4351072,1.3884521,1.3411065,1.2928551,1.2460622
Egypt,14.888873,13.89151,12.878442,11.892593,10.996983,10.223175,9.573048,9.030246,8.568529,8.146222,7.735627,7.319179,6.892095,6.463936,6.0493397,5.659663,5.2967278,4.9677288,4.6700073,4.401723,4.16202,3.948634,3.7592304,3.586391,3.4268387,3.280977,3.1410936,3.007844,2.8787466,2.7575502,2.6436455,2.5338465,2.4318436,2.3422955,2.2580986,2.1783554,2.1016232,2.029165,1.9584423,1.8957832
El Salvador,9.513395,8.99139,8.48131,7.990157,7.528696,7.100505,6.706097,6.337836,5.9995296,5.6741547,5.366925,5.066686,4.773465,4.4930847,4.2219364,3.968681,3.7317272,3.514252,3.313525,3.1308327,2.958829,2.7962542,2.6432665,2.501584,2.3709768,2.2489428,2.1383839,2.0313284,1.932579,1.8365713,1.7526329,1.673984,1.6034273,1.5406713,1.4830615,1.4275109,1.37837715,1.33239155,1.284435,1.2426689
Equatorial Guinea,20.03221,19.649034,19.235536,18.866907,18.5737,18.342455,18.157182,17.997562,17.85329,17.714532,17.573865,17.43528,17.300534,17.12978,16.906226,16.645363,16.32829,15.953345,15.55022,15.132106,14.699107,14.241643,13.798642,13.346368,12.87841,12.406275,11.9577354,11.533977,11.127354,10.745737,10.3581116,10.022683,9.679761,9.373712,9.0635735,8.761627,8.470867,8.188847,7.9294174,7.6775
Eritrea,18.759612,18.468666,18.167235,17.829396,17.443033,16.997255,16.496611,15.930667,15.30903,14.609438,13.84998,13.05307,12.247019,11.4662895,10.746111,10.098814,9.521299,9.012184,8.5487495,8.130443,7.74727,7.391261,7.06401,6.7621155,6.473136,6.204436,5.9577488,5.735379,5.5210533,5.3299335,5.1545486,4.9769608,4.8118587,4.639294,4.485444,4.3395447,4.194673,4.0583153,3.9319813,3.8091557
Estonia,2.0875013,2.015952,1.9542124,1.903008,1.8615448,1.8290604,1.8034311,1.782415,1.7655722,1.7507286,1.7311073,1.6961626,1.6416843,1.5682422,1.4815056,1.3861219,1.2889023,1.1939063,1.1021021,1.0138035,0.9299745,0.8519418,0.7798009,0.7136328,0.65257826,0.59703965,0.54637313,0.49999833,0.45898943,0.42250423,0.3903281,0.36176312,0.33557618,0.31139805,0.28863342,0.2672747,0.24738023,0.22911541,0.2132294,0.19995837
Eswatini,10.286079,10.794326,9.171946,8.645064,8.16235,7.718455,7.336067,7.033137,6.825399,6.753304,6.855197,7.152439,7.662148,8.354817,9.074701,9.731943,10.327212,10.8097176,11.225303,11.53017,11.699042,11.841426,11.890311,11.892896,10.9481415,10.50836,10.3665825,9.821533,8.834365,7.650109,7.03843,6.785115,6.793191,6.442504,6.1845943,6.322677,5.964403,5.6902073,5.6164883,5.263263
Ethiopia,23.356071,22.98135,22.58174,22.156757,21.74361,21.334361,20.93691,20.519919,20.077786,19.593002,19.05502,18.455219,17.808826,17.144551,16.49095,15.850943,15.235263,14.64691,14.04681,13.440501,12.807751,12.1693726,11.527725,10.888614,10.282294,9.706512,9.17181,8.670285,8.206868,7.770338,7.356467,6.9635544,6.589341,6.2371655,5.90213,5.596839,5.3241505,5.085436,4.874897,4.6811466
Fiji,4.0385815,3.8549168,3.685669,3.5303497,3.392155,3.2619034,3.1355108,3.0191105,2.9074934,2.799874,2.6967846,2.6047316,2.5240604,2.4548645,2.3944668,2.344605,2.304437,2.275816,2.2583244,2.2505953,2.2540905,2.2700207,2.2964558,2.3267128,2.355134,2.376079,2.3845299,2.3812355,2.372049,2.365019,2.3648542,2.3770065,2.4064125,2.4483383,2.5004347,2.560748,2.6270584,2.6940369,2.7475384,2.772603
Finland,0.78651133,0.7614904,0.74484797,0.7338667,0.72622333,0.7189479,0.70876594,0.6935532,0.6717226,0.6432341,0.6104961,0.57725363,0.54574246,0.5175402,0.4934505,0.4732809,0.4559562,0.44104667,0.4280879,0.41664343,0.40621805,0.39642022,0.38619378,0.3745135,0.36121604,0.3466191,0.33167593,0.31660285,0.30221167,0.28886416,0.27658932,0.26570034,0.25631173,0.24871185,0.24247367,0.2373024,0.23230624,0.22744992,0.22240038,0.21700695
France,1.1496505,1.1091204,1.0702754,1.0353577,1.00598135,0.9811409,0.9572981,0.9315082,0.8997171,0.8588875,0.8098026,0.75514545,0.6994561,0.649612,0.61098127,0.58320503,0.5642138,0.5509372,0.53936844,0.52583385,0.5098737,0.4929118,0.4764144,0.4623031,0.45194716,0.4442075,0.43679214,0.42873645,0.4211197,0.415075,0.4112501,0.4102405,0.41215773,0.41596704,0.4208373,0.426065,0.4310444,0.43491764,0.43680997,0.4353803
Gabon,11.194914,10.856796,10.548369,10.2631355,10.000656,9.773827,9.566966,9.3985214,9.243802,9.1185745,9.026428,8.944252,8.8974434,8.858403,8.820722,8.766301,8.6922775,8.586636,8.44801,8.27645,8.0825066,7.876116,7.6589386,7.432523,7.212711,6.95544,6.705974,6.4575714,6.176692,5.9265667,5.6774544,5.4210407,5.219282,5.040425,4.8363213,4.659009,4.491073,4.3198807,4.1030632,3.974532
Gambia,21.689229,21.042583,20.38086,19.73042,19.083229,18.447136,17.831631,17.237965,16.653842,16.084613,15.532527,14.97193,14.414168,13.875078,13.345381,12.829639,12.330427,11.84452,11.368106,10.907078,10.452196,10.015842,9.589502,9.183584,8.783433,8.408668,8.057661,7.716708,7.395326,7.0846245,6.798981,6.522086,6.2613422,6.00933,5.7694912,5.5481647,5.3397255,5.148903,4.963262,4.7885857
Georgia,5.511645,5.3325665,5.178852,5.0556328,4.9605816,4.896132,4.8525234,4.8197083,4.7888134,4.7544212,4.7159283,4.6694405,4.607267,4.5213943,4.4103485,4.2729298,4.1081123,3.907087,3.6796272,3.4309402,3.165937,2.8925728,2.6231047,2.3655937,2.1255278,1.9087585,1.71892,1.5539716,1.4147276,1.300658,1.2096642,1.1402517,1.0880133,1.0495411,1.0218329,1.0004375,0.9836963,0.9701499,0.9581501,0.9479781
Germany,1.3220613,1.2456678,1.1766684,1.11486025,1.0584552,1.005203,0.9537144,0.9031489,0.8531486,0.8044119,0.758651,0.71688623,0.67935576,0.6461613,0.6170391,0.59181995,0.5701241,0.5514243,0.53546324,0.5217181,0.5093021,0.49731684,0.4851727,0.4729147,0.46070313,0.4486932,0.4372743,0.42681503,0.41753373,0.4097195,0.40352964,0.3992076,0.3961303,0.39342804,0.39034557,0.3861476,0.38025024,0.37285259,0.36487424,0.35651188
Ghana,16.417758,16.211288,15.91233,15.503967,15.001942,14.438834,13.847488,13.278752,12.765012,12.343602,12.01496,11.783289,11.613078,11.455724,11.273386,11.046841,10.752271,10.395411,10.010447,9.604404,9.224991,8.890849,8.606756,8.352402,8.116527,7.87457,7.6060356,7.304814,6.9842285,6.654326,6.3417862,6.049836,5.781609,5.537351,5.3109695,5.1017918,4.9070168,4.7213512,4.55024,4.3974525
Greece,1.706398,1.6228804,1.5444955,1.4614085,1.3724936,1.279603,1.188155,1.1069735,1.0382379,0.9844526,0.9439878,0.9117699,0.8815039,0.848136,0.8119004,0.77304053,0.73126197,0.6868918,0.64144783,0.5971086,0.55655785,0.52006354,0.48681545,0.45705733,0.4316343,0.4120699,0.39862719,0.39132316,0.3901106,0.39430609,0.40330477,0.41550565,0.4278566,0.43697867,0.4397328,0.4328995,0.4191283,0.40252233,0.38682234,0.37140977
Grenada,3.4242054,3.2404743,3.0664295,2.9032747,2.75458,2.6133469,2.4812607,2.354865,2.232577,2.1143028,2.0029543,1.9004831,1.8113678,1.7354,1.6725147,1.6229336,1.5861798,1.558719,1.5397989,1.5282983,1.5207654,1.5166763,1.5142341,1.5130849,1.5124868,1.5141697,1.51991825,1.5299315,1.5420757,1.5562457,1.5730266,1.5899184,1.6059992,1.6192265,1.6308357,1.6389103,1.6450243,1.645859,1.6377779,1.6180647
Guatemala,13.46373,10.867867,10.43544,10.006906,9.589623,9.1870804,8.791745,8.40964,8.042652,7.688957,7.350709,7.0284325,6.7222565,6.43353,6.161128,5.9044018,5.6592514,5.4303642,5.2120777,5.00624,4.8122375,4.622405,4.443963,4.2699005,4.1016193,3.939074,3.7796818,3.6280895,3.4828625,3.3404774,3.2050552,3.0755474,2.9513012,2.8394325,2.7347666,2.6346107,2.5437904,2.456981,2.3798761,2.3019255
Guinea,27.16945,26.695947,26.227658,25.753238,25.286821,24.811906,24.33661,23.818864,23.274881,22.685213,22.050296,21.38667,20.695525,19.998085,19.302115,18.613434,17.925192,17.240953,16.557138,15.900381,15.285959,14.70477,14.183228,13.724684,13.327594,12.982564,12.6896194,12.428076,12.190526,11.9760895,11.774887,11.574975,11.4455284,11.26136,11.012224,10.831447,10.622057,10.4019005,10.156269,9.872694
Guinea-Bissau,,,,24.440965,23.956644,23.528142,23.110358,22.689662,22.283327,21.846262,21.412029,20.955978,20.495116,20.013544,19.501637,19.000923,18.495712,17.971237,17.449527,16.90575,16.34251,15.763535,15.148068,14.520561,13.892838,13.26437,12.630711,12.014992,11.4350136,10.9038506,10.389596,9.9394875,9.545713,9.1845,8.857307,8.547573,8.242663,7.9525635,7.6977135,7.430531
Guyana,6.899108,6.834184,6.7588844,6.674164,6.587964,6.484329,6.365608,6.2316246,6.0888077,5.933115,5.7742256,5.6146084,5.4586502,5.3140892,5.174483,5.042843,4.912953,4.785648,4.6600536,4.542642,4.4308136,4.3251873,4.230804,4.1388367,4.0526436,3.9667404,3.883506,3.8071186,3.7354195,3.6618458,3.5863,3.500094,3.4123173,3.311173,3.218102,3.1277206,3.0320955,2.9432093,2.8528278,2.7678371
Haiti,18.046367,17.564609,17.0947,16.631828,16.185606,15.749483,15.322742,14.902533,14.491945,14.077376,13.660431,13.241136,12.815346,12.389261,11.968815,11.5507774,11.148229,10.753724,10.387425,10.046282,9.729339,9.4446686,9.1874535,8.9534515,8.731493,8.5214775,8.329155,8.137559,13.01231,7.764166,7.577065,7.3897964,7.197901,7.012799,6.821268,6.6340805,6.437076,6.2499466,6.0505756,5.8632683
Honduras,8.622191,8.210523,7.823371,7.4482605,7.090643,6.75311,6.4308044,6.1229317,5.8345806,5.5640575,5.3147625,5.079934,4.859823,4.6548946,4.457286,4.268951,6.418444,3.9161537,3.7457962,3.5813744,3.4249805,3.2750782,3.1358166,3.0043678,2.881531,2.766885,2.6620762,2.5613295,2.4659325,2.3751753,2.289177,2.2084244,2.1288303,2.0519653,1.976915,1.9061615,1.8395945,1.7763884,1.71365,1.6555912
Hungary,2.2063568,2.194657,2.187209,2.158278,2.0892466,1.9739697,1.8478533,1.7618507,1.7217321,1.6755346,1.5759048,1.4454396,1.3297359,1.2494104,1.1927345,1.1495711,1.1102405,1.0660836,1.01361,0.9556868,0.8962113,0.8401995,0.79298553,0.75500574,0.72055917,0.684986,0.65060616,0.62172923,0.6008645,0.58569345,0.574416,0.5607678,0.53826385,0.50625477,0.4728576,0.4451152,0.42478743,0.41201777,0.40487547,0.39958823
Iceland,0.8657745,0.8243786,0.78802195,0.755985,0.7286127,0.70410185,0.6814537,0.66021986,0.63892035,0.6180853,0.597192,0.57579937,0.55402756,0.53045416,0.50560765,0.479945,0.4535627,0.4271455,0.4019473,0.37829843,0.35679388,0.33766034,0.32129626,0.3072341,0.2955395,0.28569164,0.27763572,0.27157896,0.26706746,0.26425018,0.26273346,0.2623521,0.26278234,0.26365376,0.26543467,0.26715107,0.26870427,0.26876662,0.2665779,0.26358929
India,15.897327,15.451814,15.02729,14.620547,14.22194,13.82202,13.421835,13.032399,12.65301,12.291843,11.949,11.615272,11.283576,10.941751,10.598983,10.248199,9.889062,9.525988,9.163371,8.803526,8.4502785,8.106059,7.769088,7.438504,7.109286,6.778884,6.452374,6.1294506,5.810156,5.4990837,5.1971855,4.9054913,4.6232468,4.356927,4.104287,3.866109,3.6428986,3.4329018,3.237691,3.0619213
Indonesia,11.34002,10.975082,10.610272,10.245479,9.88448,9.518396,9.147707,8.774065,8.397592,8.021763,7.655759,7.296924,6.952965,6.625539,6.3145267,6.017587,5.7374878,5.473298,5.2226475,4.9867996,4.7635963,4.5511944,4.9601486,4.1662285,3.991705,3.8283684,3.6741413,3.5263058,3.3850388,3.2503674,3.1228703,2.9995901,2.8807047,2.7682627,2.6601171,2.5572803,2.4642334,2.3750137,2.293901,2.2173412
Iran,9.2511284,8.6265045,8.08482,7.600027,7.16818,6.768723,6.3939465,6.0463665,5.730505,5.446459,5.1948875,4.9698593,4.765762,4.573318,4.3834618,4.1949448,4.0029922,3.806947,3.60813,3.405165,3.2031055,3.004496,2.8116962,2.632346,2.4665895,2.3115162,2.1705355,2.0423895,1.9310514,1.836028,1.7532652,1.6799416,1.6145466,1.5532366,1.4995876,1.4460907,1.3980607,1.3494951,1.3046858,1.2631342
Iraq,6.7514046,6.521284,6.311212,6.1167385,5.941869,5.78292,5.641004,5.513998,5.3996246,5.2901966,5.191295,5.0965614,5.001832,4.9107815,4.8172764,4.72475,4.6310192,4.5383442,4.444749,4.3543724,4.268097,4.1805855,4.092866,4.0021175,3.9048737,3.8055767,3.701767,3.5967686,3.488769,3.382882,3.278033,3.1749207,3.0751024,2.976198,2.8818895,2.7904284,2.704599,2.6234568,2.5357887,2.4521646
Ireland,1.2352228,1.1680864,1.114716,1.0723072,1.0392199,1.0148069,0.9918078,0.9597714,0.914794,0.8639719,0.8130851,0.7705742,0.74244437,0.73095717,0.72971816,0.7322061,0.7332257,0.7279142,0.71377797,0.6876134,0.6491611,0.60392776,0.55915504,0.5192859,0.4863799,0.46161795,0.4434078,0.42907715,0.4166929,0.40632644,0.39714577,0.3885584,0.37960944,0.36988027,0.35974658,0.34946918,0.33963416,0.33064106,0.32245946,0.31456897
Israel,1.662766,1.5931952,1.519163,1.4433029,1.3689199,1.3036649,1.2512044,1.2077445,1.1634871,1.112313,1.0533169,0.9872397,0.9205904,0.8622131,0.8153287,0.776817,0.74432964,0.71539865,0.689195,0.664555,0.6393682,0.61257634,0.58481607,0.5576516,0.532575,0.5097861,0.4897844,0.4718325,0.4556619,0.44057937,0.4266043,0.41410165,0.4029856,0.39327283,0.38448188,0.3753219,0.36502242,0.35433118,0.34435077,0.33565948
Italy,1.4337789,1.3498864,1.2707028,1.1984247,1.1348033,1.0808494,1.035941,0.99906225,0.9673433,0.9335899,0.8928471,0.8458179,0.7971007,0.7490588,0.7031863,0.6603215,0.6212498,0.5868859,0.5570661,0.53032646,0.5055358,0.4828647,0.4632953,0.4470842,0.4339513,0.42355003,0.4145635,0.4057043,0.39626997,0.3866491,0.3774211,0.36872878,0.3608518,0.3530894,0.3441164,0.33223648,0.31728072,0.29948075,0.28000488,0.261415
Jamaica,3.6016792,3.481818,3.368591,3.261364,3.159788,3.0646006,2.9723421,2.8842356,2.8026758,2.7218695,2.6459934,2.5698486,2.495153,2.4214302,2.3524704,2.2823534,2.2173038,2.153153,2.093291,2.0412119,1.9974451,1.9582249,1.9239754,1.8934528,1.8671844,1.8388348,1.8066574,1.7688011,1.727966,1.6820349,1.6348413,1.5875663,1.5426067,1.5003088,1.4565904,1.412571,1.3698199,1.3248658,1.2829807,1.2398633
Japan,0.8818156,0.8329369,0.78812423,0.74778557,0.7129875,0.6840868,0.66174917,0.64501767,0.6326428,0.62272944,0.6131567,0.6014946,0.58669834,0.5680313,0.54571466,0.52152705,0.4968418,0.47272773,0.4505374,0.43062177,0.41331983,0.39862258,0.38603091,0.37449977,0.36326795,0.35220683,0.34117262,0.33035107,0.31993673,0.32068934,0.30062501,0.2918749,0.28367758,0.27595935,0.2686671,0.26158514,0.2543676,0.24680982,0.23872714,0.23023767
Jordan,5.0328697,4.807329,4.592026,4.3918907,4.2047497,4.0311672,3.874471,3.7287388,3.5977245,3.47888,3.368553,3.2643295,3.1685932,3.0796766,2.9952475,2.914621,2.8364126,2.7609928,2.6848831,2.6097124,2.535819,2.464264,2.392551,2.3244156,2.256297,2.1932835,2.1321154,2.0717325,2.014415,1.9585247,1.9034494,1.8522781,1.8021471,1.7507523,1.6993366,1.6487629,1.6005787,1.5526398,1.5047127,1.4598967
Kazakhstan,6.628594,6.3990444,6.1764656,5.9609844,5.75731,5.5750137,5.4062553,5.261608,5.1737587,5.1514317,5.1772224,5.2342953,5.2856834,5.2703495,5.1697575,5.0009853,4.777775,4.5265568,4.2605263,3.996566,3.7481827,3.524838,3.3167843,3.1104156,2.899743,2.6856684,2.46834,2.251116,2.0365469,1.8292442,1.6340315,1.4559845,1.30382185,1.1855748,1.1032424,1.0515582,1.02578535,1.01882715,1.0220704,1.0274288
Kenya,10.399573,10.123176,9.905815,9.745342,9.661659,9.666075,9.761735,9.944232,10.19716,10.4860344,10.7625145,10.971058,11.079288,11.090092,11.0032265,10.8374985,10.5882965,10.268276,9.8824005,9.4466515,8.9899254,8.5303764,8.0793495,7.5986404,7.1635925,6.7560875,6.270133,5.86796,5.6069885,5.3923637,5.223383,5.0065247,4.8051563,4.5862312,4.3840668,4.2408245,4.0831833,3.9437916,3.8572624,3.7152622
Kiribati,11.5636246,11.352803,11.118558,10.861535,10.5662384,10.245016,9.900776,9.526637,9.156085,8.800371,8.473475,8.179881,7.92047,7.697882,7.5016624,7.3148865,7.136269,6.95755,6.7870964,6.637318,6.525752,6.456534,6.431673,6.445736,6.4826744,6.521294,6.5401855,6.512543,6.4485916,6.3300426,6.208207,6.0663914,5.9073494,5.7535236,5.6089478,5.4433895,5.285774,5.1359554,4.9804363,4.8229107
Kosovo,,,,14.759612,13.738783,12.831847,11.9720924,11.1786736,10.458031,9.767705,9.133863,8.520632,7.9365814,7.3769516,6.832843,6.3113026,5.8084614,5.332903,4.878415,4.4542557,4.062063,3.7028496,3.375082,3.0805391,2.8182692,2.581542,2.3751558,2.1881134,2.0238384,1.8766296,1.7464096,1.631506,1.5282649,1.4350041,1.3478779,1.264448,1.1877255,1.1163578,1.0535747,0.9982454
Kuwait,3.0018698,2.7287241,2.4929388,2.2983953,2.1456766,2.016003,1.8858215,1.7490362,1.8037178,1.5382914,1.4808255,1.4490809,1.4360951,1.4273052,1.40905695,1.3798368,1.3454816,1.3102929,1.2785267,1.2539041,1.2348722,1.2159163,1.1955172,1.1754177,1.1587119,1.1428816,1.1245347,1.1011082,1.0712071,1.0343595,0.9952393,0.959754,0.9312631,0.90963955,0.8952465,0.8865514,0.8825501,0.8817295,0.8797602,0.8733754
Kyrgyzstan,9.268969,8.851362,8.429015,7.988586,7.562873,7.176658,6.836122,6.5877106,6.455442,6.441353,6.479618,6.495749,6.452727,6.3180374,6.095285,5.824934,5.540409,5.2595764,4.987352,4.7348713,4.500327,4.2894444,4.1029816,3.9295746,3.7634724,3.5849316,3.382373,3.1653875,2.958238,2.7698425,2.6056498,2.4679775,2.3449404,2.2269293,2.1085632,1.996936,1.9033411,1.8293571,1.7763582,1.7399975
Laos,19.488586,18.96984,18.464317,17.956877,17.451863,16.948541,16.435094,15.924837,15.406477,14.889336,14.375514,13.861412,13.36645,12.892519,12.4308815,11.9897934,11.5557236,11.138762,10.727977,10.312792,9.896177,9.488007,9.080609,8.6796165,8.286013,7.89747,7.525187,7.170038,6.828633,6.50465,6.1967907,5.90236,5.6221474,5.3739132,5.1488472,4.938507,4.7497044,4.580002,4.413102,4.2509922
Latvia,2.0280458,1.9616995,1.8647688,1.7453806,1.6312908,1.5561599,1.5383183,1.5812171,1.6870064,1.8274958,1.946092,1.9995174,1.9991312,1.9667736,1.9024076,1.798408,1.6627153,1.5296046,1.4224867,1.3375406,1.2608179,1.1859476,1.1147351,1.0487022,0.9882889,0.9325908,0.8811569,0.830958,0.7785774,0.7232944,0.66486464,0.60534177,0.55106163,0.5065599,0.4707794,0.44169197,0.417757,0.39818978,0.3817207,0.36795979
Lebanon,4.7403812,4.5440742,4.3409225,4.1376907,3.936562,3.740932,3.5588005,3.3861435,3.224285,3.0708797,2.929862,2.8000616,2.673431,2.5547346,2.4407152,2.3330227,2.2244267,2.1180508,2.0097385,1.9016579,1.789986,1.6822142,1.5767268,1.4806826,1.3915666,1.3088995,1.2378965,1.1771409,1.1229535,1.0763758,1.0349797,0.9992541,0.96906395,0.9432629,0.9203432,0.9011824,0.8832885,0.8650362,0.8452377,0.823884
Lesotho,11.158321,10.6199036,10.148351,9.737727,9.3786125,9.065537,8.813221,8.602512,8.446389,8.377887,8.412153,8.570753,8.8645096,9.22216,9.589884,9.921425,10.229703,10.4994576,10.749716,10.963905,11.1582146,11.338551,11.5025375,11.654633,11.676121,11.373467,11.134849,10.164065,9.303074,8.938333,8.685338,8.510778,8.397853,8.248555,7.781813,7.5476326,7.6374504,7.7187096,7.5490234,7.292536
Liberia,23.890573,23.769348,23.789284,23.965948,24.319914,24.827414,25.404527,25.950314,26.356784,26.57078,26.50423,26.14953,25.535222,24.719264,23.736296,22.631906,21.447499,20.201028,18.91751,17.612616,16.326372,15.098874,13.965677,12.958163,12.102559,11.398872,10.8231766,10.360938,9.991065,9.6814514,9.422628,9.204849,9.215015,8.832409,8.625537,8.446597,8.257112,8.056006,7.8294914,7.604017
Libya,6.404855,6.0838764,5.7707985,5.476075,5.1899185,4.9193542,4.6618122,4.411647,4.17964,3.965943,3.7743275,3.600644,3.4481884,3.3136456,3.1920715,3.0820515,2.9843472,2.895131,2.8100933,2.728252,2.6453848,2.5517517,2.441651,2.3128323,2.1687037,2.0175245,1.876426,1.7581688,1.6603964,1.9490671,1.5045925,1.4407649,1.38193445,1.328778,1.277266,1.2325358,1.1900148,1.1502458,1.1122594,1.0765929
Lithuania,1.9233068,1.8750254,1.8187569,1.7386812,1.6371279,1.5249934,1.4299401,1.4053553,1.5009971,1.6747158,1.804324,1.7953936,1.6773815,1.5098987,1.3479647,1.22947645,1.1612574,1.1160563,1.0714811,1.0264993,0.988008,0.9589962,0.9328233,0.9003953,0.858079,0.8026766,0.7372785,0.6689812,0.6043017,0.5516507,0.51871986,0.5051149,0.49857745,0.48828835,0.4688723,0.441257,0.4080678,0.37613137,0.35040107,0.33087552
Luxembourg,1.2476604,1.2056217,1.1643456,1.1215664,1.077644,1.0318182,0.98491535,0.9353729,0.8837805,0.8314097,0.77925205,0.7279057,0.67880483,0.63289003,0.59047723,0.55125475,0.51551404,0.48294015,0.45299225,0.42535806,0.39943557,0.37584054,0.354409,0.33624787,0.32088516,0.3079616,0.29773233,0.28969002,0.28390436,0.27974381,0.277197,0.27628608,0.27637107,0.27748618,0.2791522,0.2811097,0.281782,0.2807327,0.27808654,0.2734924
Madagascar,17.639062,17.791875,17.828606,17.740819,17.517744,17.145389,16.671593,16.13575,15.597658,15.072495,14.572006,14.094672,13.609464,13.108818,12.6011,12.076605,11.541243,11.020459,10.526027,10.0617065,9.6253265,9.2157196,8.8304115,8.468511,8.128883,7.817025,7.538926,7.293826,7.0916336,6.924272,6.79526,6.699219,6.6350685,6.595982,6.579247,6.574401,6.584341,6.605271,6.611898,6.6003
Malawi,24.694475,24.65009,24.912889,25.29024,25.598146,25.721902,25.536159,25.099687,24.491457,23.788126,23.000052,22.218608,21.56629,21.004324,20.498647,19.987553,19.375005,18.542854,17.42057,16.043324,14.572285,13.177518,11.96658,11.043438,10.389889,9.912401,9.340904,8.814854,8.3015656,7.6883736,7.051419,6.446523,5.9825966,5.6640434,5.350587,5.0651512,4.776961,4.5564545,4.3509594,4.1899284
Malaysia,2.6349115,2.465787,2.3131413,2.1728863,2.0461147,1.9321825,1.8321392,1.741917,1.6585064,1.581726,1.5099277,1.4435728,1.3842184,1.3343783,1.29091215,1.240911,1.1741404,1.0955423,1.016424,0.9457738,0.889934,0.8531546,0.8321299,0.8206979,0.8146606,0.8125702,0.8133805,0.8148699,0.8138576,0.8096516,0.80629,0.8076104,0.81196785,0.8157201,0.8155494,0.8106817,0.8013252,0.78804665,0.77238727,0.75561275
Maldives,13.422197,12.687038,11.99885,11.343172,10.725138,10.142701,9.585249,9.064462,8.566211,8.087615,7.619816,7.155173,6.6872475,6.2239227,5.760574,5.2954643,4.824377,4.3615944,3.9102104,3.4738052,3.0737947,2.7176754,2.6884897,2.1475674,1.9329836,1.7561468,1.6113392,1.4894475,1.3856319,1.2938562,1.2104425,1.1308727,1.0536118,0.9772988,0.9029556,0.83043375,0.76164455,0.69693108,0.6422458,0.59616127
Mali,28.460822,27.666174,26.884784,26.13556,25.433572,24.787358,24.187434,23.636711,23.135068,22.692232,22.291753,21.915697,21.557553,21.203342,20.815565,20.379625,19.896837,19.349011,18.766728,18.151129,17.52825,16.922746,16.333955,15.777109,15.253471,14.755954,14.285634,13.838142,13.413138,13.003711,12.612726,12.249904,11.900492,11.563753,11.239843,10.931421,10.619731,10.312911,10.005843,9.7066925
Malta,1.5654212,1.5071677,1.4491576,1.3901697,1.3317773,1.2757716,1.2250895,1.1782509,1.1355974,1.0951011,1.0569494,1.0186215,0.9796754,0.9400552,0.899812,0.8605892,0.8233137,0.7900535,0.76155896,0.73731017,0.71845756,0.7042734,0.695001,0.6883738,0.68574924,0.68400254,0.6837123,0.6834824,0.68242693,0.68094225,0.6782111,0.67386937,0.667503,0.6596705,0.65027113,0.63934555,0.62719336,0.61328154,0.59837437,0.58320065
Marshall Islands,6.128508,5.97509,5.8100967,5.6449745,5.470648,5.2931564,5.114361,4.930384,4.749231,4.569953,4.4063534,4.27525,4.1763107,4.121105,4.1083622,4.124165,4.1577305,4.188922,4.206224,4.2111317,4.2013172,4.18051,4.1449474,4.1106125,4.0705837,4.0304523,3.9918427,3.9552353,3.9131397,3.8674183,3.8015884,3.7252808,3.6391247,3.551036,3.4583843,3.3614594,3.2732353,3.1756798,3.072168,2.9727413
Mauritania,15.681378,15.17791,14.611371,13.959303,13.328891,12.767908,12.30482,11.953644,11.721962,11.5534966,11.433097,11.34486,11.254208,11.156913,11.033594,10.859591,10.612565,10.286112,9.877356,9.396333,8.868663,8.311902,7.765234,7.251654,6.802721,6.423472,6.1162083,5.8636944,5.6663464,5.4909473,5.337498,5.193213,5.046151,4.8942623,4.7423725,4.5966164,4.4559925,4.3180798,4.182714,4.0498463
Mauritius,3.4497234,3.067407,2.862963,2.8683786,2.9223558,2.867156,2.6966751,2.4934778,2.312169,2.182473,2.118273,2.1139282,2.1569098,2.225368,2.27388,2.2562994,2.1700014,2.0369717,1.8845293,1.7489202,1.656439,1.602358,1.5760362,1.5630334,1.5472659,1.5163983,1.4796043,1.458473,1.4623354,1.4759143,1.485792,1.4867261,1.4753545,1.4600353,1.4570319,1.4857636,1.5355823,1.590694,1.6329649,1.6617207
